AddressID,Country,City,State,PostalCode,Region
RM-19675A5,United States,Monroe,Louisiana,71203,South
SK-19990A3,United States,Fairfield,Connecticut,6824,East
FM-14290A4,United States,Los Angeles,California,90032,West
AM-10360A1,United States,Grand Prairie,Texas,75051,Central
MP-17470A3,United States,New York City,New York,10035,East
MZ-17515A6,United States,Redlands,California,92374,West
CB-12025A1,United States,Hamilton,Ohio,45011,East
VM-21685A2,United States,Westfield,New Jersey,7090,East
FH-14365A2,United States,Philadelphia,Pennsylvania,19120,East
MB-17305A10,United States,Akron,Ohio,44312,East
BS-11755A7,United States,Denver,Colorado,80219,West
LC-17140A9,United States,Dallas,Texas,75220,Central
HK-14890A1,United States,Franklin,Tennessee,37064,South
LE-16810A1,United States,Whittier,California,90604,West
JH-15985A6,United States,Saginaw,Michigan,48601,Central
MS-17980A1,United States,Dallas,Texas,75220,Central
VW-21775A10,United States,Medina,Ohio,44256,East
JH-15910A3,United States,Los Angeles,California,90032,West
JB-15925A1,United States,Dublin,Ohio,43017,East
DS-13180A8,United States,Detroit,Michigan,48227,Central
VD-21670A6,United States,Columbia,Tennessee,38401,South
EA-14035A12,United States,Charlotte,North Carolina,28205,South
CS-12400A6,United States,Tampa,Florida,33614,South
DB-13120A7,United States,Santa Clara,California,95051,West
KL-16645A3,United States,Chicago,Illinois,60610,Central
DW-13480A2,United States,Lakeville,Minnesota,55044,Central
LH-17155A7,United States,San Francisco,California,94109,West
KC-16540A4,United States,San Diego,California,92037,West
DL-13315A8,United States,New York City,New York,10024,East
DR-12880A7,United States,Chicago,Illinois,60623,Central
CC-12670A1,United States,New York City,New York,10009,East
Dl-13600A3,United States,Pasadena,Texas,77506,Central
SB-20290A3,United States,Houston,Texas,77036,Central
RC-19825A1,United States,Chicago,Illinois,60610,Central
AH-10210A8,United States,Brentwood,California,94513,West
CB-12535A6,United States,Chapel Hill,North Carolina,27514,South
PG-18895A7,United States,Morristown,New Jersey,7960,East
CA-12310A1,United States,Cincinnati,Ohio,45231,East
KH-16690A5,United States,San Francisco,California,94110,West
HA-14920A4,United States,San Francisco,California,94109,West
BB-10990A3,United States,Inglewood,California,90301,West
AG-10495A7,United States,Philadelphia,Pennsylvania,19140,East
SC-20725A10,United States,Houston,Texas,77070,Central
JO-15280A3,United States,Los Angeles,California,90004,West
TB-21520A2,United States,Portland,Oregon,97206,West
AH-10195A3,United States,Tamarac,Florida,33319,South
NZ-18565A4,United States,Columbus,Ohio,43229,East
KL-16555A4,United States,Colorado Springs,Colorado,80906,West
JD-15895A9,United States,Belleville,New Jersey,7109,East
JH-15910A1,United States,Chicago,Illinois,60623,Central
AS-10225A5,United States,New York City,New York,10024,East
KB-16600A7,United States,Taylor,Michigan,48180,Central
CR-12625A3,United States,Lakewood,New Jersey,8701,East
SH-20395A4,United States,Arlington,Virginia,22204,South
BP-11185A9,United States,Arvada,Colorado,80004,West
TS-21205A5,United States,Hackensack,New Jersey,7601,East
AG-10525A1,United States,Saint Petersburg,Florida,33710,South
SP-20860A2,United States,Philadelphia,Pennsylvania,19143,East
NM-18445A6,United States,New York City,New York,10024,East
FA-14230A5,United States,Long Beach,California,90805,West
GK-14620A4,United States,Hesperia,California,92345,West
DJ-13510A6,United States,Murfreesboro,Tennessee,37130,South
PO-18850A10,United States,Philadelphia,Pennsylvania,19143,East
JL-15850A2,United States,Philadelphia,Pennsylvania,19134,East
DB-13615A5,United States,Los Angeles,California,90045,West
AC-10420A2,United States,San Francisco,California,94122,West
KL-16645A11,United States,Layton,Utah,84041,West
CS-12130A2,United States,Austin,Texas,78745,Central
CC-12550A2,United States,San Francisco,California,94122,West
TD-20995A6,United States,Lowell,Massachusetts,1852,East
AB-10060A5,United States,New York City,New York,10009,East
JL-15505A5,United States,New York City,New York,10035,East
HK-14890A7,United States,Charlotte,North Carolina,28205,South
VB-21745A1,United States,Columbus,Georgia,31907,South
KW-16435A5,United States,New York City,New York,10009,East
JD-16060A1,United States,San Francisco,California,94109,West
MK-17905A2,United States,Manchester,Connecticut,6040,East
GT-14755A2,United States,Harlingen,Texas,78550,Central
AG-10900A1,United States,Tucson,Arizona,85705,West
MM-18280A6,United States,Quincy,Illinois,62301,Central
AR-10405A4,United States,Franklin,Massachusetts,2038,East
RA-19915A9,United States,Houston,Texas,77095,Central
AS-10285A2,United States,San Francisco,California,94109,West
LA-16780A9,United States,Taylor,Michigan,48180,Central
DO-13435A5,United States,Pembroke Pines,Florida,33024,South
DK-13225A1,United States,Philadelphia,Pennsylvania,19140,East
NG-18430A2,United States,Cincinnati,Ohio,45231,East
MV-18190A6,United States,New York City,New York,10009,East
JG-15115A1,United States,Des Moines,Washington,98198,West
BP-11095A7,United States,Peoria,Illinois,61604,Central
VP-21730A3,United States,Las Vegas,Nevada,89115,West
SS-20140A4,United States,Warwick,Rhode Island,2886,East
HP-14815A7,United States,Jackson,Michigan,49201,Central
AG-10675A5,United States,Houston,Texas,77036,Central
LF-17185A2,United States,Miami,Florida,33180,South
SP-20650A2,United States,Wilmington,North Carolina,28403,South
RF-19840A4,United States,New York City,New York,10024,East
KH-16510A7,United States,San Francisco,California,94110,West
KC-16675A1,United States,Seattle,Washington,98105,West
CJ-12010A6,United States,Huntington Beach,California,92646,West
PB-19150A2,United States,Los Angeles,California,90004,West
VB-21745A5,United States,Richmond,Kentucky,40475,South
SP-20860A6,United States,Los Angeles,California,90045,West
JE-15745A7,United States,Louisville,Colorado,80027,West
MP-17965A2,United States,Lawrence,Massachusetts,1841,East
NF-18385A3,United States,Jackson,Mississippi,39212,South
JM-15265A3,United States,Canton,Michigan,48187,Central
SD-20485A5,United States,New Rochelle,New York,10801,East
KH-16630A1,United States,San Antonio,Texas,78207,Central
RB-19795A8,United States,Gastonia,North Carolina,28052,South
DB-13060A7,United States,Lowell,Massachusetts,1852,East
MK-18160A2,United States,Jacksonville,Florida,32216,South
PO-19180A2,United States,Chicago,Illinois,60623,Central
BB-11545A2,United States,Houston,Texas,77070,Central
CV-12805A1,United States,New York City,New York,10024,East
PK-19075A3,United States,Detroit,Michigan,48227,Central
TB-21595A1,United States,Columbus,Indiana,47201,Central
RB-19360A4,United States,Auburn,New York,13021,East
EB-13705A3,United States,Akron,Ohio,44312,East
KH-16630A7,United States,Norman,Oklahoma,73071,Central
SC-20095A6,United States,Concord,California,94521,West
NF-18385A4,United States,Decatur,Illinois,62521,Central
JH-15985A5,United States,Seattle,Washington,98115,West
TN-21040A3,United States,Phoenix,Arizona,85023,West
JS-15940A3,United States,Park Ridge,Illinois,60068,Central
DS-13180A4,United States,Amarillo,Texas,79109,Central
CC-12670A5,United States,Chicago,Illinois,60610,Central
MH-17785A2,United States,Lindenhurst,New York,11757,East
JP-15520A3,United States,San Francisco,California,94110,West
KH-16690A7,United States,Los Angeles,California,90008,West
JE-15475A1,United States,Troy,New York,12180,East
JG-15805A2,United States,New York City,New York,10024,East
XP-21865A3,United States,San Diego,California,92024,West
EM-14065A3,United States,New York City,New York,10024,East
MT-18070A2,United States,Los Angeles,California,90045,West
SA-20830A10,United States,Chicago,Illinois,60610,Central
CW-11905A5,United States,Huntsville,Texas,77340,Central
AJ-10960A2,United States,Rochester,New York,14609,East
SS-20590A6,United States,Seattle,Washington,98115,West
RO-19780A7,United States,Memphis,Tennessee,38109,South
MD-17350A3,United States,Fayetteville,Arkansas,72701,South
SC-20095A1,United States,Costa Mesa,California,92627,West
MY-17380A4,United States,Parker,Colorado,80134,West
EB-13705A5,United States,New York City,New York,10024,East
CM-12385A3,United States,Atlanta,Georgia,30318,South
LS-17245A2,United States,Gladstone,Missouri,64118,Central
LF-17185A3,United States,Newark,Ohio,43055,East
BN-11515A1,United States,Los Angeles,California,90049,West
AD-10180A5,United States,Great Falls,Montana,59405,West
DB-13210A5,United States,Houston,Texas,77041,Central
MC-17605A3,United States,Detroit,Michigan,48234,Central
LH-17155A3,United States,Los Angeles,California,90032,West
BD-11605A4,United States,Lawrence,Massachusetts,1841,East
PH-18790A1,United States,Lakeland,Florida,33801,South
MG-18145A4,United States,Philadelphia,Pennsylvania,19134,East
KB-16240A7,United States,Los Angeles,California,90036,West
JC-15340A1,United States,Los Angeles,California,90032,West
RL-19615A4,United States,Montgomery,Alabama,36116,South
AA-10375A9,United States,Mesa,Arizona,85204,West
EP-13915A16,United States,Chicago,Illinois,60653,Central
MP-17470A4,United States,New York City,New York,10009,East
DK-12985A5,United States,Henderson,Kentucky,42420,South
BD-11500A5,United States,Green Bay,Wisconsin,54302,Central
ES-14080A1,United States,Tucson,Arizona,85705,West
LM-17065A3,United States,Springfield,Ohio,45503,East
PG-18895A2,United States,Fort Worth,Texas,76106,Central
AS-10135A1,United States,New York City,New York,10035,East
DK-13225A8,United States,Chicago,Illinois,60653,Central
BD-11320A9,United States,San Francisco,California,94110,West
RC-19960A4,United States,Jacksonville,Florida,32216,South
GT-14710A1,United States,Houston,Texas,77070,Central
DK-13225A6,United States,Anaheim,California,92804,West
AJ-10945A5,United States,Wilmington,North Carolina,28403,South
OT-18730A5,United States,Los Angeles,California,90045,West
LP-17080A2,United States,San Francisco,California,94110,West
CA-12775A1,United States,Tampa,Florida,33614,South
JF-15490A1,United States,Seattle,Washington,98105,West
FP-14320A5,United States,Los Angeles,California,90008,West
EB-13840A4,United States,Seattle,Washington,98105,West
JF-15415A3,United States,New York City,New York,10024,East
SF-20200A2,United States,Marysville,Washington,98270,West
TG-21640A3,United States,Long Beach,California,90805,West
CS-11950A7,United States,Chicago,Illinois,60610,Central
CC-12145A5,United States,Los Angeles,California,90004,West
DV-13465A6,United States,Denver,Colorado,80219,West
BD-11725A3,United States,Richmond,Kentucky,40475,South
ZC-21910A8,United States,Salem,Oregon,97301,West
MS-17830A4,United States,Laredo,Texas,78041,Central
LR-16915A3,United States,San Diego,California,92024,West
TP-21130A5,United States,Philadelphia,Pennsylvania,19134,East
CK-12205A7,United States,Philadelphia,Pennsylvania,19120,East
AS-10240A4,United States,Tampa,Florida,33614,South
AR-10510A5,United States,Philadelphia,Pennsylvania,19134,East
NB-18655A3,United States,Dallas,Texas,75217,Central
GD-14590A2,United States,Philadelphia,Pennsylvania,19143,East
CK-12595A4,United States,Grove City,Ohio,43123,East
NG-18355A3,United States,New York City,New York,10011,East
CA-12265A7,United States,Chicago,Illinois,60610,Central
SF-20965A5,United States,Dearborn,Michigan,48126,Central
MO-17800A7,United States,New York City,New York,10009,East
AT-10735A4,United States,Seattle,Washington,98115,West
LC-17140A2,United States,San Francisco,California,94122,West
FM-14380A7,United States,Aurora,Colorado,80013,West
BD-11605A2,United States,Miami,Florida,33180,South
DJ-13420A2,United States,Warner Robins,Georgia,31088,South
ME-17725A8,United States,Aurora,Colorado,80013,West
RB-19465A12,United States,Vallejo,California,94591,West
JD-16150A7,United States,Minneapolis,Minnesota,55407,Central
JL-15835A7,United States,Mission Viejo,California,92691,West
SC-20305A1,United States,Rochester Hills,Michigan,48307,Central
TW-21025A5,United States,Plainfield,New Jersey,7060,East
CC-12430A9,United States,Columbus,Indiana,47201,Central
BB-10990A1,United States,Sierra Vista,Arizona,85635,West
AR-10825A8,United States,Vancouver,Washington,98661,West
SR-20740A1,United States,New York City,New York,10024,East
AR-10405A1,United States,New York City,New York,10035,East
CR-12730A1,United States,Columbus,Ohio,43229,East
EH-14125A6,United States,Aurora,Illinois,60505,Central
CB-12025A5,United States,Arlington,Texas,76017,Central
SP-20545A2,United States,New York City,New York,10011,East
RC-19825A3,United States,Louisville,Kentucky,40214,South
TH-21235A4,United States,Dallas,Texas,75081,Central
RP-19390A12,United States,Cleveland,Ohio,44105,East
MO-17800A2,United States,Chicago,Illinois,60653,Central
TD-20995A8,United States,Quincy,Illinois,62301,Central
RB-19570A5,United States,Columbus,Indiana,47201,Central
CD-11980A2,United States,Tyler,Texas,75701,Central
DJ-13630A1,United States,New York City,New York,10024,East
GT-14635A2,United States,Burlington,North Carolina,27217,South
MC-17845A1,United States,Jackson,Mississippi,39212,South
RA-19285A6,United States,New York City,New York,10035,East
NP-18325A4,United States,Waynesboro,Virginia,22980,South
AB-10165A7,United States,Los Angeles,California,90036,West
JO-15550A2,United States,Chester,Pennsylvania,19013,East
Dl-13600A2,United States,Cleveland,Ohio,44105,East
AS-10285A4,United States,Seattle,Washington,98103,West
JK-15370A6,United States,Long Beach,California,90805,West
BN-11470A4,United States,Cary,North Carolina,27511,South
DP-13165A1,United States,New York City,New York,10035,East
TH-21550A7,United States,New York City,New York,10035,East
AP-10915A3,United States,Palm Coast,Florida,32137,South
RS-19765A1,United States,Mount Vernon,New York,10550,East
Dl-13600A4,United States,Seattle,Washington,98105,West
SV-20365A9,United States,Dover,Delaware,19901,East
KC-16540A2,United States,Newark,Ohio,43055,East
CK-12325A4,United States,Orem,Utah,84057,West
RD-19810A5,United States,Los Angeles,California,90045,West
MP-17965A3,United States,Detroit,Michigan,48205,Central
MR-17545A1,United States,Philadelphia,Pennsylvania,19140,East
SC-20695A2,United States,Hialeah,Florida,33012,South
JF-15355A1,United States,Austin,Texas,78745,Central
EG-13900A3,United States,Oceanside,New York,11572,East
DS-13030A2,United States,Seattle,Washington,98115,West
GZ-14470A1,United States,San Francisco,California,94110,West
PO-19195A4,United States,Naperville,Illinois,60540,Central
SS-20875A4,United States,Dallas,Texas,75220,Central
MH-17785A1,United States,San Diego,California,92105,West
PB-19105A2,United States,Evanston,Illinois,60201,Central
RF-19735A2,United States,Trenton,Michigan,48183,Central
YC-21895A4,United States,San Francisco,California,94110,West
MS-17830A1,United States,Los Angeles,California,90036,West
NB-18655A4,United States,Jacksonville,Florida,32216,South
DC-13285A3,United States,Cottage Grove,Minnesota,55016,Central
CP-12340A8,United States,New York City,New York,10009,East
BF-11020A1,United States,Green Bay,Wisconsin,54302,Central
AR-10510A2,United States,Los Angeles,California,90004,West
JC-16105A3,United States,Atlanta,Georgia,30318,South
LH-17020A2,United States,Columbus,Ohio,43229,East
CS-12250A2,United States,Bossier City,Louisiana,71111,South
AJ-10795A2,United States,Saint Petersburg,Florida,33710,South
LE-16810A3,United States,Arlington,Virginia,22204,South
BV-11245A1,United States,Des Moines,Iowa,50315,Central
DL-12865A1,United States,Cincinnati,Ohio,45231,East
NZ-18565A1,United States,San Francisco,California,94110,West
BM-11785A6,United States,Columbus,Ohio,43229,East
EA-14035A1,United States,Columbia,South Carolina,29203,South
CL-12565A5,United States,Lancaster,California,93534,West
LT-17110A8,United States,Lancaster,California,93534,West
SA-20830A1,United States,Richmond,Virginia,23223,South
JK-15730A9,United States,Asheville,North Carolina,28806,South
ES-14020A1,United States,San Francisco,California,94110,West
RH-19495A3,United States,Rochester,Minnesota,55901,Central
DB-13120A2,United States,Rochester,New York,14609,East
CD-11920A4,United States,Lake Elsinore,California,92530,West
HW-14935A3,United States,San Diego,California,92105,West
HW-14935A1,United States,New York City,New York,10024,East
MC-18130A3,United States,Monroe,Louisiana,71203,South
GM-14440A1,United States,San Francisco,California,94122,West
RA-19915A3,United States,Denver,Colorado,80219,West
AA-10375A4,United States,Omaha,Nebraska,68104,Central
ZC-21910A2,United States,Edmonds,Washington,98026,West
PJ-19015A3,United States,Santa Ana,California,92704,West
BW-11110A6,United States,Milwaukee,Wisconsin,53209,Central
DB-13210A8,United States,Philadelphia,Pennsylvania,19140,East
CA-12775A4,United States,Philadelphia,Pennsylvania,19140,East
TR-21325A5,United States,Belleville,New Jersey,7109,East
PG-18820A1,United States,San Francisco,California,94110,West
GT-14710A9,United States,Lakeville,Minnesota,55044,Central
JE-15745A10,United States,Florence,Kentucky,41042,South
JB-15400A7,United States,Tampa,Florida,33614,South
LH-17020A4,United States,Tyler,Texas,75701,Central
JL-15175A3,United States,Columbia,Tennessee,38401,South
EB-13705A7,United States,Fort Worth,Texas,76106,Central
BM-11650A9,United States,New York City,New York,10035,East
EM-14095A4,United States,Los Angeles,California,90036,West
AF-10885A3,United States,Louisville,Kentucky,40214,South
GA-14725A3,United States,Lorain,Ohio,44052,East
CK-12760A4,United States,Linden,New Jersey,7036,East
DP-13105A6,United States,Salinas,California,93905,West
VD-21670A5,United States,Jackson,Mississippi,39212,South
GT-14710A2,United States,New York City,New York,10035,East
BK-11260A3,United States,New York City,New York,10035,East
SJ-20125A11,United States,New Brunswick,New Jersey,8901,East
CM-12445A2,United States,San Francisco,California,94122,West
AJ-10795A1,United States,Jacksonville,Florida,32216,South
AJ-10780A7,United States,Springfield,Virginia,22153,South
LS-16945A3,United States,Philadelphia,Pennsylvania,19140,East
GP-14740A2,United States,Lancaster,Pennsylvania,17602,East
PK-18910A1,United States,Philadelphia,Pennsylvania,19143,East
TB-21520A6,United States,Concord,New Hampshire,3301,East
SM-20005A1,United States,New York City,New York,10009,East
GA-14725A2,United States,Charlotte,North Carolina,28205,South
CC-12430A3,United States,Concord,New Hampshire,3301,East
AG-10765A2,United States,Philadelphia,Pennsylvania,19120,East
HP-14815A5,United States,New York City,New York,10024,East
DK-13090A5,United States,Springfield,Virginia,22153,South
GZ-14470A7,United States,San Francisco,California,94109,West
PM-19135A3,United States,Detroit,Michigan,48227,Central
LL-16840A3,United States,Rochester,New York,14609,East
JS-15595A1,United States,Los Angeles,California,90045,West
OT-18730A1,United States,San Diego,California,92105,West
EL-13735A2,United States,Columbia,Maryland,21044,East
CK-12760A2,United States,San Francisco,California,94122,West
JE-15475A3,United States,New Rochelle,New York,10801,East
TH-21550A5,United States,Detroit,Michigan,48227,Central
PC-18745A2,United States,San Francisco,California,94122,West
HL-15040A6,United States,Houston,Texas,77095,Central
MS-17365A10,United States,Detroit,Michigan,48227,Central
GB-14530A4,United States,Auburn,New York,13021,East
JR-16210A3,United States,Springfield,Ohio,45503,East
TD-20995A7,United States,Garland,Texas,75043,Central
DB-13060A1,United States,Chicago,Illinois,60653,Central
LC-17140A3,United States,Los Angeles,California,90032,West
PO-18865A7,United States,New York City,New York,10009,East
BE-11335A5,United States,Jackson,Michigan,49201,Central
SC-20050A3,United States,Norwich,Connecticut,6360,East
BM-11650A3,United States,Milwaukee,Wisconsin,53209,Central
KL-16555A7,United States,San Antonio,Texas,78207,Central
RW-19630A1,United States,Dallas,Texas,75220,Central
RC-19825A4,United States,Alexandria,Virginia,22304,South
SE-20110A5,United States,New York City,New York,10009,East
AH-10075A1,United States,New York City,New York,10011,East
JM-15535A5,United States,Philadelphia,Pennsylvania,19143,East
JJ-15760A1,United States,Springfield,Virginia,22153,South
AB-10165A4,United States,Toledo,Ohio,43615,East
RK-19300A3,United States,Philadelphia,Pennsylvania,19140,East
CG-12040A3,United States,Philadelphia,Pennsylvania,19120,East
RA-19885A2,United States,Farmington,New Mexico,87401,West
RP-19270A2,United States,Riverside,California,92503,West
KC-16255A2,United States,San Francisco,California,94110,West
RW-19630A8,United States,Torrance,California,90503,West
JL-15850A4,United States,Seattle,Washington,98105,West
CA-12775A2,United States,Mesa,Arizona,85204,West
RB-19795A2,United States,Philadelphia,Pennsylvania,19120,East
KH-16360A2,United States,Philadelphia,Pennsylvania,19143,East
GH-14665A1,United States,Round Rock,Texas,78664,Central
SW-20275A1,United States,Jackson,Mississippi,39212,South
JA-15970A4,United States,Phoenix,Arizona,85023,West
DL-12925A4,United States,Oceanside,California,92054,West
LW-16990A4,United States,San Francisco,California,94110,West
TB-21190A1,United States,Fayetteville,Arkansas,72701,South
CV-12805A6,United States,San Francisco,California,94110,West
MS-17365A9,United States,Boca Raton,Florida,33433,South
BS-11800A1,United States,New York City,New York,10011,East
DL-13315A4,United States,Philadelphia,Pennsylvania,19134,East
PO-19195A1,United States,New York City,New York,10011,East
TD-20995A9,United States,Portland,Oregon,97206,West
BW-11110A4,United States,Detroit,Michigan,48205,Central
RW-19690A2,United States,Wilmington,North Carolina,28403,South
KB-16600A2,United States,Columbus,Indiana,47201,Central
EB-13870A3,United States,New York City,New York,10035,East
TZ-21580A4,United States,Louisville,Colorado,80027,West
AS-10630A7,United States,Pasadena,Texas,77506,Central
TS-21340A1,United States,Houston,Texas,77041,Central
JG-15805A6,United States,Auburn,New York,13021,East
SL-20155A4,United States,Jacksonville,Florida,32216,South
TS-21610A7,United States,New York City,New York,10024,East
RF-19735A3,United States,San Jose,California,95123,West
MW-18235A1,United States,Virginia Beach,Virginia,23464,South
RD-19585A9,United States,Henderson,Kentucky,42420,South
FM-14290A7,United States,Vancouver,Washington,98661,West
RH-19495A2,United States,New York City,New York,10024,East
RA-19945A5,United States,Murrieta,California,92563,West
JK-15730A8,United States,Jacksonville,North Carolina,28540,South
MT-17815A6,United States,Scottsdale,Arizona,85254,West
PO-18850A4,United States,Burlington,Iowa,52601,Central
AT-10735A7,United States,Chicago,Illinois,60653,Central
VG-21790A3,United States,San Diego,California,92037,West
PF-19165A6,United States,Olympia,Washington,98502,West
JS-15880A4,United States,Seattle,Washington,98103,West
MO-17800A8,United States,Los Angeles,California,90036,West
KM-16225A3,United States,New York City,New York,10011,East
GT-14710A7,United States,Washington,District of Columbia,20016,East
PB-19150A6,United States,Philadelphia,Pennsylvania,19134,East
HR-14770A3,United States,Los Angeles,California,90045,West
DE-13255A1,United States,Springfield,Ohio,45503,East
LA-16780A11,United States,Hackensack,New Jersey,7601,East
AG-10390A5,United States,Cincinnati,Ohio,45231,East
EL-13735A1,United States,Jefferson City,Missouri,65109,Central
JJ-15445A4,United States,Los Angeles,California,90004,West
JH-15430A3,United States,Burlington,North Carolina,27217,South
RD-19660A4,United States,Saint Peters,Missouri,63376,Central
MO-17500A2,United States,New York City,New York,10035,East
NS-18640A7,United States,Chicago,Illinois,60610,Central
SN-20710A7,United States,Rockford,Illinois,61107,Central
ZC-21910A13,United States,Miami,Florida,33142,South
LC-16885A5,United States,San Francisco,California,94109,West
DG-13300A1,United States,Philadelphia,Pennsylvania,19134,East
NF-18595A5,United States,New York City,New York,10009,East
BP-11185A8,United States,San Diego,California,92037,West
MG-17650A7,United States,Philadelphia,Pennsylvania,19143,East
JD-16060A2,United States,Houston,Texas,77095,Central
TS-21160A4,United States,Toledo,Ohio,43615,East
BD-11620A1,United States,San Francisco,California,94122,West
CM-12160A6,United States,Brownsville,Texas,78521,Central
RB-19795A1,United States,Philadelphia,Pennsylvania,19143,East
SN-20560A5,United States,Los Angeles,California,90008,West
EH-14005A6,United States,Denver,Colorado,80219,West
FO-14305A6,United States,New York City,New York,10035,East
MS-17710A3,United States,Mesa,Arizona,85204,West
CC-12100A4,United States,Columbus,Indiana,47201,Central
DW-13540A5,United States,Seattle,Washington,98105,West
BT-11395A4,United States,Detroit,Michigan,48227,Central
KD-16270A2,United States,Yonkers,New York,10701,East
LC-16870A8,United States,Des Moines,Iowa,50315,Central
CY-12745A7,United States,Oakland,California,94601,West
LW-16990A1,United States,Monroe,North Carolina,28110,South
NP-18325A2,United States,San Diego,California,92105,West
BT-11485A1,United States,Clinton,Maryland,20735,East
PS-19045A2,United States,Charlotte,North Carolina,28205,South
NS-18640A11,United States,Los Angeles,California,90049,West
PV-18985A5,United States,San Francisco,California,94122,West
RP-19390A10,United States,Houston,Texas,77041,Central
NM-18520A2,United States,Riverside,California,92503,West
EH-13945A2,United States,Houston,Texas,77041,Central
